Southern,"Yee Mei Court, South Horizons Phase 2",,
Southern,"Yee Moon Court, South Horizons",,
Southern,"Hoi Fai Court, South Horizons",,
Southern,"Mei Hong Court, South Horizons",,
Southern,"Mei Fai Court, South Horizons",,
Southern,"Mei Hin Court, South Horizons",,
Southern,Repulse Bay Road,,
Southern,"Block 3, 37 Repulse Bay Road",,
Southern,Ocean View,,
Southern,"Hoy Kong Lau, Yue Kwong Chuen",,
Southern,"Shan On House, Yue On Court",,
Southern,"Ngan On House, Yue On Court",,
Southern,"King Fai House, Yue Fai Court",,
Southern,3 Yue Ko Street,,
Southern,Jumbo Building,,
Southern,Tin Wan Correctional Services Department Staff Quarters,,
Southern,"Tin Kin House, Tin Wan Estate",,
Southern,"Tin Hong House, Tin Wan Estate",,
Southern,"Pik Yuet House, Shek Pai Wan Estate",,
Southern,"Pik Long House, Shek Pai Wan Estate",,
Southern,"Pik Luk House, Shek Pai Wan Estate",,
Southern,"Pik Wai House, Shek Pai Wan Estate",,
Southern,"Pik Ngan House, Shek Pai Wan Estate",,
Southern,"Block 19, Baguio Villa",,
Southern,"Block 24, Baguio Villa",,
Southern,"Fu Wah Yuen, Chi Fu Fa Yuen",,
Southern,"Fu Yar Yuen, Chi Fu Fa Yuen",,
Southern,"Wa Kwong House, Wa Fu Estate",,
Southern,"Wah Kee House, Wa Fu Estate",,
Southern,"Wah Hong House, Wah Fu Estate",,
Southern,"Wah Ming House, Wah Fu Estate",,
Southern,"Wah King House, Wah Fu Estate",,
Southern,"Wah Lok House, Wah Fu Estate",,
Southern,"Wah Tai House, Wah Fu Estate",,
Southern,"Wah Ching House, Wah Fu Estate",,
Southern,"Wah Chun House, Wah Fu Estate",,
Southern,"Wah Mei House, Wah Fu Estate",,
Southern,"Wah Chui House, Wah Fu Estate",,
Southern,"Wah Sin House, Wah Kwai Estate",,
Southern,"Wah Lim House, Wah Kwai Estate",,
Southern,"Wah Oi House, Wah Kwai Estate",,
Southern,"Wah Lai House, Wah Kwai Estate",,
Southern,"Wah Yin House, Wah Kwai Estate",,
Southern,Pokfulam village,,
Southern,"Block 2, Stanley Prison Staff Quarters",,
Southern,"Block 4, Broadview Court",,
Southern,"Hoi Tin Court, Aberdeen Centre",,
Southern,"Hoi Chun Court, Aberdeen Centre",,
Southern,"Hoi Lung Court, Aberdeen Centre",,
Southern,"Kong Fu Court, Aberdeen Centre",,
Southern,H.E.C.Staff Quarters,,
Southern,"Ying Ma House, Ma Hang Estate",,
Southern,"Block A, Ap Lei Chau Centre",,
Southern,"Block B, Ap Lei Chau Centre",,
Southern,"Lei Tim House, Ap Lei Chau Estate",,
Southern,"Lei Moon House, Ap Lei Chau Estate",,
Southern,"Lei Chak House, Ap Lei Chau Estate",,
Southern,"Lei Fook House, Ap Lei Chau Estate",,
Southern,"Lower Block, Lei Fook House, Ap Lei Chau Estate",,
Southern,"Lei Fook House High Block, Ap Lei Chau Estate",,
Southern,"Hung Lai House, Hung Fuk Court",,
Southern,"Tower 4, Repulse Bay Garden",,
Southern,Wong Chuk Hang San Wai Tsuen,,
Southern,"Yi Tak House, Lung Tak Court",,
Tai Po,Sam Mun Tsai New Village,,
Tai Po,Sheung Wun Yiu Village,,
Tai Po,Ha Wong Yi Au,,
Tai Po,Kau Lung Hang San Wai,,
Tai Po,93 Tseng Tau,,
Tai Po,Yuen Leng,,
Tai Po,Pun Shan Chau Village,,
Tai Po,Nam Hang Tsuen,,
Tai Po,Ping Long,,
Tai Po,"Tai Ling House, Tai Yuen Estate",,
Tai Po,"Tai Tak House, Tai Yuen Estate",,
Tai Po,"Tai Yee House, Tai Yuen Estate",,
Tai Po,"Tai Wing House, Tai Yuen Estate",,
Tai Po,"Tai Lok House, Tai Yuen Estate",,
Tai Po,"Tai Yan House, Tai Yuen Estate",,
Tai Po,"Tai Man House, Tai Yuen Estate",,
Tai Po,"Block 11, Tai Po Centre",,
Tai Po,"Block 20, Tai Po Centre",,
Tai Po,"Block 5, Tai Po Centre",,
Tai Po,"Block 6, Tai Po Centre",,
Tai Po,"Block 2, Grand Palisades",,
Tai Po,"Block 6, Grand Palisades",,
Tai Po,"Yee Tak Court, Tai Po Plaza",,
Tai Po,"Yee Hing Court, Tai Po Plaza",,
Tai Po,Tai Tung,,
Tai Po,Tai Mei Tuk,,
Tai Po,Tai Om Village,,
Tai Po,Tai Wan Building,,
Tai Po,"Tower 13, The Regent",,
Tai Po,"Tower 17, The Regent",,
Tai Po,"Hang Wo House, Tai Wo Estate",,
Tai Po,"Hei Wo House, Tai Wo Estate",,
Tai Po,"On Wo House, Tai Wo Estate",,
Tai Po,"Kui Wo House, Tai Wo Estate",,
Tai Po,"Oi Wo House, Tai Wo Estate",,
Tai Po,"Sun Wo House, Tai Wo Estate",,
Tai Po,"Fook Wo House, Tai Wo Estate",,
Tai Po,"Tsui Wo House, Tai Wo Estate",,
Tai Po,"Lai Wo House, Tai Wo Estate",,
Tai Po,Serenity Villa,,
Tai Po,"Block 15, Serenity Park",,
Tai Po,"Block 17, Serenity Park",,
Tai Po,"Block 2, Serenity Park",,
Tai Po,"Block 17, Serenity Park II",,
Tai Po,"Block 9, Serenity Park",,
Tai Po,On Fu Building,,
Tai Po,"Wang Kin House, Wang Fuk Court",,
Tai Po,"Block 2, The Golden Gate",,
Tai Po,"Heng Wing House, Fu Heng Estate",,
Tai Po,"Heng Tai House, Fu Heng Estate",,
Tai Po,"Heng Shing House, Fu Heng Estate",,
Tai Po,"Heng Tsui House, Fu Heng Estate",,
Tai Po,"Heng Yue House, Fu Heng Estate",,
Tai Po,"Heng Lung House, Fu Heng Estate",,
Tai Po,"Kin Hang Building, 63-65 Fu Shin Street",,
Tai Po,"Shin King House, Fu Shin Estate",,
Tai Po,"Shin Mei House, Fu Shin Estate",,
Tai Po,"Shin Kwan House, Fu Shin Estate",,
Tai Po,"Shin Tsui House, Fu Shin Estate",,
Tai Po,"Shin Lun House, Fu Shin Estate",,
Tai Po,"Shin Nga House, Fu Shin Estate",,
Tai Po,Fu Hing Building,,
Tai Po,"Block 2, Elegance Garden",,
Tai Po,"Block 3, Elegance Garden",,
Tai Po,"Block 4, Elegance Garden",,
Tai Po,"Block A, Plover Cove Garden",,
Tai Po,Po Wah Building,,
Tai Po,"Ka Wo House, Po Nga Court",,
Tai Po,"Hing Wo House, Po Nga Court",,
Tai Po,"Yat Wo House, Po Nga Court",,
Tai Po,"Tower 6, Mont Vert",,
Tai Po,Po Sam Pai Village,,
Tai Po,"Block 3, Hong Shing Garden",,
Tai Po,"20th Street, Hong Lok Yuen",,
Tai Po,"Kwong Yan House, Kwong Fuk Estate",,
Tai Po,"Kwong Ping House, Kwong Fuk Estate",,
Tai Po,"Kwong Chi House, Kwong Fuk Estate",,
Tai Po,"Kwong Yau House, Kwong Fuk Estate",,
Tai Po,"Kwong Yee House, Kwong Fuk Estate",,
Tai Po,Wonderful Building,,
Tai Po,"Block A,Tak Nga Court",,
Tai Po,"Yee Leung House, Yee Nga Court",,
Tai Po,"Yee Hau House, Yee Nga Court",,
Tai Po,"Kwai Cheong Court, Fortune Plaza",,
Tai Po,"Ming Cheong House, Ming Nga Court",,
Tai Po,21 Po Yick Street,,
Tai Po,"King Yan House, King Nga Court",,
Tai Po,211 Lam Tsuen San Tsuen,,
Tai Po,Ng Tung Chai,,
Tai Po,Cheung Muk Tau,,
Tai Po,Cheung Shue Tan,,
Tai Po,Wing Cheong House,,
Tai Po,Ting Kok Village,,
Tai Po,Sha Po Tsai Village,,
Tai Po,Pun Chung Tsuen,,
Tai Po,Tai Wo Building,,
Tai Po,Ying Pun Ha Chuk Hang,,
Tai Po,Pak Tin Kong,,
Tai Po,She Shan Tsuen,,
Tai Po,Mei Lee Building,,
Tai Po,Care Village,,
Tai Po,"Block A, Beautiful Garden",,
Tai Po,"Block A, Jade Plaza",,
Tai Po,"Block 1, Evergreen Court",,
Tai Po,The Wonderland,,
Tai Po,Sai O,,
Tai Po,Kau Liu Ha,,
Tai Po,"Tower 3C, Mayfair By The Sea 8",,
Tai Po,"Yat Yan House, Yat Nga Court",,
Tai Po,"Wan Hang House, Wan Tau Tong Estate",,
Tai Po,"Wan Loi House, Wan Tau Tong Estate",,
Tai Po,"Wan Lam House, Wan Tau Tong Estate",,
Tai Po,Kam Fung Garden,,
Tai Po,"Tower 11, St Martin",,
Tai Po,Tsing Yuen Building,,
Tai Po,"Chung Chun House, Chung Sin Court",,
Tai Po,"Chung Chun House, Chung Nga Court",,
Tai Po,Yue Kok Village,,
Tai Po,Fung Yuen,,
Tai Po,Fung Yuen Tsuen,,
Tai Po,Reve Plaza,,
Tai Po,269 San Tau Kok,,
Tsuen Wan,Sam Dip Tam,,
Tsuen Wan,22 Sam Pei Square,,
Tsuen Wan,Chung Kwai Chung Tsuen,,
Tsuen Wan,Kin Ho Building,,
Tsuen Wan,13 Yi Pei Square,,
Tsuen Wan,32 Yi Pei Square,,
Tsuen Wan,Cheung Tak Mansion,,
Tsuen Wan,Kwong Pan Tin Tsuen,,
Tsuen Wan,Cheuk Ming Mansion,,
Tsuen Wan,Chau's Building,,
Tsuen Wan,34 Kwok Shui Road,,
Tsuen Wan,61 Yuen Tun Circuit,,
Tsuen Wan,"Tak Po Building, 2 Tai Pei Square.",,
Tsuen Wan,On Yue Building,,
Tsuen Wan,"Block B, Joyful Building",,
Tsuen Wan,Block B Foo Yu Building,,
Tsuen Wan,"Cheong Fu Court, Wealthy Garden",,
Tsuen Wan,Cheong Wah Court Wealthy Garden,,
Tsuen Wan,"Block 2, Bo Shek Mansion",,
Tsuen Wan,"Chui Ho House, Sheung Chui Court",,
Tsuen Wan,"Chui Wu House, Sheung Chui Court",,
Tsuen Wan,89 Chuen Lung Street,,
Tsuen Wan,Tak Yan Building,,
Tsuen Wan,"Stage 2, Tak Yan Building",,
Tsuen Wan,"Stage 6, Tak Yan Building",,
Tsuen Wan,"Block 2, Fairview Garden",,
Tsuen Wan,"Block 10, Discovery Park",,
Tsuen Wan,"Block 11, Discovery Park",,
Tsuen Wan,"Block 12, Discovery Park",,
Tsuen Wan,"Block 1, Discovery Park",,
Tsuen Wan,"Block 2, Discovery Park",,
Tsuen Wan,"Block 3, Discovery Park",,
Tsuen Wan,"Block 4, Discovery Park",,
Tsuen Wan,"Block 5, Discovery Park",,
Tsuen Wan,"Block 6, Discovery Park",,
Tsuen Wan,"Block 7, Discovery Park",,
Tsuen Wan,"Block 8, Discovery Park",,
Tsuen Wan,"Block 9, Discovery Park",,
Tsuen Wan,Hing Hing Building,,
Tsuen Wan,Pai Min Kok Village,,
Tsuen Wan,Cheong Tai Building,,
Tsuen Wan,Tower 3 The Aurora,,
Tsuen Wan,"Tai Fat House, East Asia Gardens",,
Tsuen Wan,"Cheung Fat House, East Asia Gardens",,
Tsuen Wan,"Tower 1b, The Pavilia Bay",,
Tsuen Wan,"Block 2, Lei Muk Shue Estate",,
Tsuen Wan,"Block 3, Lei Muk Shue Estate",,
Tsuen Wan,"Block 5, Lei Muk Shue Estate",,
Tsuen Wan,"Kin Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Hong Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Chung Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Toa Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Fung Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Yung Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Wing Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Lok Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Chui Shue House, Lei Muk Shue Estate",,
Tsuen Wan,"Kwai Shue House, Lei Muk Shue Estate",,
Tsuen Wan,Yeung Uk Tsuen,,
Tsuen Wan,Indi Home,,
Tsuen Wan,Wing Ting House,,
Tsuen Wan,305 Sha Tsui Road,,
Tsuen Wan,35 Ho Pui Street,,
Tsuen Wan,52 Ho Pui Street,,
Tsuen Wan,55 Ho Pui Street,,
Tsuen Wan,58 Ho Pui Street,,
Tsuen Wan,"Tower 3B, Ocean Supreme",,
Tsuen Wan,"South Terrace, Hoi Pa Village",,
Tsuen Wan,"Hoi Yin Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Ning Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Po Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Sing Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Ming Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Fai Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Tao Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi San Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Tsui Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Kwai Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Wai Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Yue Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Kwun Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Fung Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Yat Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Ngan Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Nga Mansion, Riviera Gardens",,
Tsuen Wan,"Hoi Har Mansion, Riviera Gardens",,
Tsuen Wan,"Block 1, Rhine Garden",,
Tsuen Wan,"Block 4, Rhine Garden",,
Tsuen Wan,"Block 5, Rhine Garden",,
Tsuen Wan,Sham Tseng Village,,
Tsuen Wan,Tim Wah Building,,
Tsuen Wan,"Fook Chi Lau, Moon Lok Dai Ha",,
Tsuen Wan,"Block 10, Villa Esplanada",,
Tsuen Wan,"Tower North, Chelsea Court",,
Tsuen Wan,"Block 12, Park Island",,
Tsuen Wan,"Block 13, Park Island",,
Tsuen Wan,"Block 17, Park Island",,
Tsuen Wan,"Block 19, Park Island",,
Tsuen Wan,"Block 25, Park Island",,
Tsuen Wan,"Block 28, Park Island",,
Tsuen Wan,"Block 29, Park Island",,
Tsuen Wan,"Block 5, Park Island",,
Tsuen Wan,"Block 7, Park Island",,
Tsuen Wan,"Block 1, City Point",,
Tsuen Wan,"Block 2, City Point",,
Tsuen Wan,"Block 3, City Point",,
Tsuen Wan,"Block 8, City Point",,
Tsuen Wan,Chung On Building,,
Tsuen Wan,"Shek Tsui House, Shek Wai Kok Estate",,
Tsuen Wan,"Shek Fong House, Shek Wai Kok Estate",,
Tsuen Wan,"Shek Kuk House, Shek Wai Kok Estate",,
Tsuen Wan,"Shek Kwai House, Shek Wai Kok Estate",,
Tsuen Wan,"Shek Lin House, Shek Wai Kok Estate",,
Tsuen Wan,"Shek Lan House, Shek Wai Kok Estate",,
Tsuen Wan,"Bellagio Mall, Bellagio",,
Tsuen Wan,"Tower B, Clague Garden Estate",,
Tsuen Wan,Iau Kin Building,,
Tsuen Wan,"Wing Ka House, Fuk Loi Estate",,
Tsuen Wan,"Wing Ting House, Fuk Loi Estate",,
Tsuen Wan,"Wing Hong House, Fuk Loi Estate",,
Tsuen Wan,"Wing Lok House, Fuk Loi Estate",,
Tsuen Wan,"Wing Tai House, Fuk Loi Estate",,
Tsuen Wan,"Wing Hing House, Fuk Loi Estate",,
Tsuen Wan,"Wing Lung House, Fuk Loi Estate",,
Tsuen Wan,H Cube,,
Tsuen Wan,"Block A, Luk Yeung Sun Chuen",,
Tsuen Wan,"Block D, Luk Yeung Sun Chuen",,
Tsuen Wan,"Block H, Luk Yeung Sun Chuen",,
Tsuen Wan,"Block L, Luk Yeung Sun Chuen",,
Tsuen Wan,"Block M, Luk Yeung Sun Chuen",,
Tsuen Wan,"Block N, Luk Yeung Sun Chuen",,
Tsuen Wan,"Tower 1, Primrose Hill",,
Tsuen Wan,"Tower 3, Primrose Hill",,
Tsuen Wan,"Block 2, Ocean Pointe",,
Tsuen Wan,"Block 3, Greenview Court",,
Tsuen Wan,"Tower 2, Summit Terrace",,
Tsuen Wan,"Tower 3, Summit Terrace",,
Tsuen Wan,Lo Wai Village,,
Tsuen Wan,Houston Industrial Building,,
Tsuen Wan,Fu Yung Building,,
Tsuen Wan,"Fu Yung Shan, Chung Kuk Terrace",,
Tsuen Wan,"Block B, Allway Gardens",,
Tsuen Wan,"Block C, Allway Gardens",,
Tsuen Wan,"Block D, Allway Gardens",,
Tsuen Wan,"Block E, Allway Gardens",,
Tsuen Wan,"Block F, Allway Gardens",,
Tsuen Wan,"Block G, Allway Gardens",,
Tsuen Wan,"Block H, Allway Gardens",,
Tsuen Wan,"Block J, Allway Gardens",,
Tsuen Wan,"Block K, Allway Gardens",,
Tsuen Wan,"Block L, Allway Gardens",,
Tsuen Wan,"Block M, Allway Gardens",,
Tsuen Wan,"Block N, Allway Gardens",,
Tsuen Wan,"Block P, Allway Gardens",,
Tsuen Wan,"Block Q, Allway Gardens",,
Tsuen Wan,"Block R, Allway Gardens",,
Tsuen Wan,Tsuen On Building,,
Tsuen Wan,"Block 11, Tsuen King Garden",,
Tsuen Wan,"Block 1, Tsuen King Garden",,
Tsuen Wan,"Block 2, Tsuen King Garden",,
Tsuen Wan,"Shanghai House, Tsuen Wan Centre",,
Tsuen Wan,"Peking House, Tsuen Wan Centre",,
Tsuen Wan,"Nanking House, Tsuen Wan Centre",,
Tsuen Wan,"Nanning House, Tsuen Wan Centre",,
Tsuen Wan,"Nanchang House, Tsuen Wan Centre",,
Tsuen Wan,"Tientsin House, Tsuen Wan Centre",,
Tsuen Wan,"Tai Yuan House, Tsuen Wan Centre",,
Tsuen Wan,"Kwangchow House, Tsuen Wan Centre",,
Tsuen Wan,"Kunming House, Tsuen Wan Centre",,
Tsuen Wan,"Hangchow House, Tsuen Wan Centre",,
Tsuen Wan,"Hangyang House, Tsuen Wan Centre",,
Tsuen Wan,"Soochow House, Tsuen Wan Centre",,
Tsuen Wan,Tsuen Fung Centre,,
Tsuen Wan,Wah Wai Industrial Building,,
Tsuen Wan,"Block A, Wah Shing Building",,
Tsuen Wan,"Block B, Wah Shing Building",,
Tsuen Wan,Wah Tat Building,,
Tsuen Wan,"Tower 1, Vision City",,
Tsuen Wan,"Tower 2, Vision City",,
Tsuen Wan,"Tower 3, Vision City",,
Tsuen Wan,"Tower 5, Vision City",,
Tsuen Wan,"Tower 6, Vision City",,
Tsuen Wan,"Lok Shan House, Cheung Shan Estate",,
Tsuen Wan,"Block 10, Hong Kong Garden",,
Tsuen Wan,"Block 3, Hong Kong Garden",,
Tsuen Wan,"Block 6, Hong Kong Garden",,
Tsuen Wan,"Block 8, Hong Kong Garden",,
Tsuen Wan,"Kingston Heights, Hong Kong Garden",,
Tsuen Wan,Win Shing House,,
Tsuen Wan,Dao Shing Building,,
Tsuen Wan,Kam Fung Court,,
Tsuen Wan,"Block 2, Kam Fung Garden",,
Tsuen Wan,Kwan Mun Hau Tsuen,,
Tsuen Wan,Nga Chi Building,,
Tsuen Wan,Tsing Lung Tau New Village,,
Tsuen Wan,Heung Shing Building,,
Tsuen Wan,Ma Wan Fishermen's Village,,
Tsuen Wan,Ko Wai Building,,
Tsuen Wan,"Block 1, Phase 1, Belvedere Garden",,
Tsuen Wan,"Block 2, Phase 1, Belvedere Garden",,
Tsuen Wan,"Block 3, Phase 1, Belvedere Garden",,
Tsuen Wan,"Block 1, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 2, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 3, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 4, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 5, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 6, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 7, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 8, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 9, Phase 2, Belvedere Garden",,
Tsuen Wan,"Block 2, Phase 3, Belvedere Garden",,
Tsuen Wan,"Block 3, Phase 3, Belvedere Garden",,
Tsuen Wan,"Block 5, Phase 3, Belvedere Garden",,
Tsuen Wan,"Block 6, Phase 3, Belvedere Garden",,
Tsuen Wan,"Block 7, Phase 3, Belvedere Garden",,
Tuen Mun,"Tower 5, NAPA",,
Tuen Mun,"Tower 1B, Oma Oma",,
Tuen Mun,"Moon Yu House, Sam Shing Estate",,
Tuen Mun,"Fung Yu House, Sam Shing Estate",,
Tuen Mun,"Tower 3B, Lepont",,
Tuen Mun,Tseng Tau Chung Tsuen,,
Tuen Mun,"Ting Kay House, Siu On Court",,
Tuen Mun,"Ting On House, Siu On Court",,
Tuen Mun,"Ting Chi House, Siu On Court",,
Tuen Mun,"Ting Man House, Siu On Court",,
Tuen Mun,"Ting Yau House, Siu On Court",,
Tuen Mun,"Siu Wai House, Siu Hong Court",,
Tuen Mun,"Siu Hang House, Siu Hong Court",,
Tuen Mun,"Siu Fai House, Siu Hong Court",,
Tuen Mun,"Siu Wing House, Siu Hong Court",,
Tuen Mun,"Siu Fu House, Siu Kwai Court",,
Tuen Mun,"Wan Hei House, Siu Hei Court",,
Tuen Mun,"Nga Hei House, Siu Hei Court",,
Tuen Mun,Siu Pong Court,,
Tuen Mun,"Kwai Lun House, Siu Lun Court",,
Tuen Mun,"Block 2, Hoi Tak Gardens",,
Tuen Mun,"Block 5, Chelsea Heights",,
Tuen Mun,"Block 7, Chelsea Heights",,
Tuen Mun,"Block 5, Nerine Cove",,
Tuen Mun,"Oi Lim House, Yau Oi Estate",,
Tuen Mun,"Oi Ming House, Yau Oi Estate",,
Tuen Mun,"Oi Chi House, Yau Oi Estate",,
Tuen Mun,"Oi Hei House, Yau Oi Estate",,
Tuen Mun,"Block 5, Parkland Villas",,
Tuen Mun,"Block 7, Parkland Villas",,
Tuen Mun,"Block 1, The Sea Crest",,
Tuen Mun,Ka Choi Lane,,
Tuen Mun,"Block 1, Phase I, Tai Hing Gardens",,
Tuen Mun,"Block 3, Phase I, Tai Hing Gardens",,
Tuen Mun,"Block 10, Phase II, Tai Hing Gardens",,
Tuen Mun,"Block 2, Phase II, Tai Hing Gardens",,
Tuen Mun,"Block 4, Phase II, Tai Hing Gardens",,
Tuen Mun,"Block 5, Tai Hing Gardens Phase II",,
Tuen Mun,"Block 6, Phase II, Tai Hing Gardens",,
Tuen Mun,"Block 8, Phase 2, Tai Hing Gardens",,
Tuen Mun,"Hing Wai House, Tai Hing Estate",,
Tuen Mun,"Hing Ping House, Tai Hing Estate",,
Tuen Mun,"Hing Cheung House, Tai Hing Estate",,
Tuen Mun,"Hing Tai House, Tai Hing Estate",,
Tuen Mun,"Hing Shing House, Tai Hing Estate",,
Tuen Mun,"Hing Yiu House, Tai Hing Estate",,
Tuen Mun,"Hing Fai House, Tai Hing Estate",,
Tuen Mun,On Ting/Yau Oi Community Centre,,
Tuen Mun,"On Ting/Yau Oi Community Centre, On Ting Estate",,
Tuen Mun,"Ting Hong House, On Ting Estate",,
Tuen Mun,"Ting Tak House, On Ting Estate",,
Tuen Mun,"Ting Tai House, On Ting Estate",,
Tuen Mun,"Ting Cheung House, On Ting Estate",,
Tuen Mun,"Ting Fuk House, On Ting Estate",,
Tuen Mun,"Ting Lung House, On Ting Estate",,
Tuen Mun,"Block 10, Glorious Garden",,
Tuen Mun,"Block 6, Glorious Garden",,
Tuen Mun,"Block 8, Glorious Garden",,
Tuen Mun,"Kin Tai House, Fu Tai Estate",,
Tuen Mun,"Oi Tai House, Fu Tai Estate",,
Tuen Mun,"Sau Tai House, Fu Tai Estate",,
Tuen Mun,"Mei Tai House, Fu Tai Estate",,
Tuen Mun,"Yin Tai House, Fu Tai Estate",,
Tuen Mun,"Ying Tai House, Fu Tai Estate",,
Tuen Mun,"Yat Tai House, Fu Tai Estate",,
Tuen Mun,"Chung Tai House, Fu Tai Estate",,
Tuen Mun,"Block 6, Fortress villa",,
Tuen Mun,"Block 3, Blossom Garden",,
Tuen Mun,"Block 4, Po Tin Estate",,
Tuen Mun,"Block 6, Po Tin Estate",,
Tuen Mun,"Block 9, Po Tin Estate",,
Tuen Mun,"Block C, Phase 2, Po Wah Garden",,
Tuen Mun,Siu Hang Tsuen,,
Tuen Mun,"Block 7, Phase 1, Tuen Mun Town Plaza",,
Tuen Mun,"Block 2, Tuen Mun Town Plaza",,
Tuen Mun,"Block 1, Phase 2, Tuen Mun Town Plaza",,
Tuen Mun,"Block 2, Phase 2, Tuen Mun Town Plaza",,
Tuen Mun,"Block 3, Tuen Mun Town Plaza",,
Tuen Mun,"Block 8, Phase 3, Tuen Mun Town Plaza",,
Tuen Mun,"Block 7, Tuen Mun Town Plaza",,
Tuen Mun,Tuen Mun San Tsuen,,
Tuen Mun,"Block A, Trend Plaza",,
Tuen Mun,"Block 1, Tuen Mun Wu Hong Police Quarters",,
Tuen Mun,"King On House, Shan King Estate",,
Tuen Mun,"King Fu House, Shan King Estate",,
Tuen Mun,"King Yip House, Shan King Estate",,
Tuen Mun,"King Wing House, Shan King Estate",,
Tuen Mun,"King Lok House, Shan King Estate",,
Tuen Mun,"King Mei House, Shan King Estate",,
Tuen Mun,"King Wah House, Shan King Estate",,
Tuen Mun,"King Kwai House, Shan King Estate",,
Tuen Mun,"King Lai House, Shan King Estate",,
Tuen Mun,"Block 1, Hong Lai Garden",,
Tuen Mun,"Hong Sang House, Kin Sang Estate",,
Tuen Mun,"Lok Sang House, Kin Sang Estate",,
Tuen Mun,"Tai Sang House, Kin Sang Estate",,
Tuen Mun,"Yue Sang House, Kin Sang Estate",,
Tuen Mun,The Esplanade,,
Tuen Mun,"Block C, Rainbow Garden",,
Tuen Mun,"Block D, Rainbow Garden",,
Tuen Mun,"Tower 1A, Mount Regency",,
Tuen Mun,"Tower 2A, Mount Regency",,
Tuen Mun,"Tower 2, Mount Regency",,
Tuen Mun,"Tower 1, Regency Bay",,
Tuen Mun,"Tower 2, Regency Bay",,
Tuen Mun,"Block 1, Phase 2, Regency Bay",,
Tuen Mun,Virtue Pine Villa,,
Tuen Mun,"Block 1, Elegance Garden",,
Tuen Mun,"Block 3, Elegance Gardens",,
Tuen Mun,"Tower 1A, The Emerald Bay",,
Tuen Mun,"Tower 3A, Emerald Bay",,
Tuen Mun,"Block 8, Handsome Court",,
Tuen Mun,"Block 9, Handsome Court",,
Tuen Mun,"Block 10, Yuet Wu Villa",,
Tuen Mun,"Block 14, Yuet Wu Villa",,
Tuen Mun,"Block 4, Yuet Wu Villa",,
Tuen Mun,"Blcok 8, Yuet Wu Villa",,
Tuen Mun,"Block 3, Marina Garden",,
Tuen Mun,So Kwun Wat Tsuen,,
Tuen Mun,"San Pui House, San Wai Court",,
Tuen Mun,"San Bik House, San Wai Court",,
Tuen Mun,"San Yin House, San Wai Court",,
Tuen Mun,San Hui Village,,
Tuen Mun,"Block 3, Sun Tuen Mun Centre",,
Tuen Mun,"Block 6, Sun Tuen Mun Centre",,
Tuen Mun,"Block 8, Sun Tuen Mun Centre",,
Tuen Mun,"Zone H H.A.N.D.S, Yau Oi Estate, 2 Oi Yung Street, Tuen Mun, Nt",,
Tuen Mun,"Block 1, Prime View Garden",,
Tuen Mun,"Tower 4, Prime View Garden",,
Tuen Mun,"Block 5, Prime View Garden",,
Tuen Mun,"Chun Tin House, Yan Tin Estate",,
Tuen Mun,"Hei Tin House, Yan Tin Estate",,
Tuen Mun,"Yuet Tin House, Yan Tin Estate",,
Tuen Mun,"Luk Tin House, Yan Tin Estate",,
Tuen Mun,"Yat Tin House, Yan Tin Estate",,
Tuen Mun,Nai Wai,,
Tuen Mun,"Tower 1, Oceania Heights",,
Tuen Mun,"Block 2, Aquamarine Garden",,
Tuen Mun,"Tower 6, Pierhead Garden",,
Tuen Mun,"Wu Kwong House, Wu King Estate",,
Tuen Mun,"Wu Fai House, Wu King Estate",,
